Movies,Domestic,International,Worldwild,Distributor,Opening,Budget,Release_Date,MPAA,Runing_Time,Genres
Shrek Forever After,"$238,736,787","$513,864,080","$752,600,867",DreamWorks,"$70,838,207","$165,000,000","May 21, 2010",PG,1 hr 33 min,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Romance"
Despicable Me,"$251,513,985","$291,600,000","$543,113,985",Universal Pictures,"$56,397,125","$69,000,000","Jul 9, 2010",PG,1 hr 35 min,"Adventure
    
        Animation
    
        Comedy
    
        Crime
    
        Family
    
        Sci-Fi"
Alice in Wonderland,"$334,191,110","$691,276,000","$1,025,467,110",Walt Disney Studios Motion Pictures,"$116,101,023","$200,000,000","Mar 5, 2010",PG,1 hr 48 min,"Adventure
    
        Family
    
        Fantasy
    
        Mystery"
The Twilight Saga: Eclipse,"$300,531,751","$397,959,596","$698,491,347",Summit Entertainment,"$64,832,191","$68,000,000","Jun 30, 2010",PG-13,2 hr 4 min,"Action
    
        Adventure
    
        Drama
    
        Fantasy
    
        Romance
    
        Thriller"
Iron Man 2,"$312,433,331","$311,500,000","$623,933,331",Paramount Pictures,"$128,122,480","$200,000,000","May 7, 2010",PG-13,2 hr 4 min,"Action
    
        Adventure
    
        Sci-Fi"
Inception,"$292,576,195","$533,560,993","$826,137,188",Warner Bros.,"$62,785,337","$160,000,000","Jul 16, 2010",PG-13,2 hr 28 min,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller"
Planet of the Apes,"$180,011,740 ","$182,200,000 ","$362,211,740 ",Twentieth Century Fox,"$68,532,960 ","$100,000,000 ",27-Jul-01,PG-13,1 hr 59 min,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller"
Harry Potter and the Sorcerer's Stone,"$317,575,550 ","$657,179,821 ","$974,755,371 ",Warner Bros.,"$90,294,621 ","$125,000,000 ",16-Nov-01,PG,2 hr 32 min,"Adventure
    
        Family
    
        Fantasy"
Rush Hour 2,"$226,164,286 ","$121,161,516 ","$347,325,802 ",New Line Cinema,"$67,408,222 ","$90,000,000 ",3-Aug-01,PG-13,1 hr 30 min,"Action
    
        Comedy
    
        Crime
    
        Thriller"
Pearl Harbor,"$198,542,554 ","$250,678,391 ","$449,220,945 ",Walt Disney Studios Motion Pictures,"$59,078,912 ","$140,000,000 ",25-May-01,PG-13,3 hr 3 min,"Action
    
        Drama
    
        History
    
        Romance
    
        War"
Jurassic Park III,"$181,171,875 ","$187,608,934 ","$368,780,809 ",Universal Pictures,"$50,771,645 ","$93,000,000 ",18-Jul-01,PG-13,1 hr 32 min,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller"
"Monsters, Inc.","$255,873,250 ","$272,900,000 ","$528,773,250 ",Walt Disney Studios Motion Pictures,"$62,577,067 ","$115,000,000 ",2-Nov-01,G,1 hr 32 min,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy"
The Mummy Returns,"$202,019,785 ","$230,993,489 ","$433,013,274 ",Universal Pictures,"$68,139,035 ","$98,000,000 ",4-May-01,PG-13,2 hr 10 min,"Action
    
        Adventure
    
        Fantasy
    
        Thriller"
How the Grinch Stole Christmas,"$260,044,825 ","$85,096,578 ","$345,141,403 ",Universal Pictures,"$55,082,330 ","$123,000,000 ",17-Nov-00,PG,1 hr 44 min,"Comedy
    
        Family
    
        Fantasy"
Double Jeopardy,"$116,741,558 ","$61,100,000 ","$177,841,558 ",Paramount Pictures,"$23,162,542 ","$70,000,000 ",24-Sep-99,R,1 hr 45 min,"Crime
    
        Drama
    
        Mystery
    
        Thriller"
Shrek,"$267,665,011 ","$216,744,207 ","$484,409,218 ",DreamWorks Distribution,"$42,347,760 ","$60,000,000 ",16-May-01,PG,1 hr 30 min,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Romance"
Alvin and the Chipmunks,"$217,326,974 ","$148,025,572 ","$365,352,546 ",Twentieth Century Fox,"$44,307,417 ","$60,000,000 ",14-Dec-07,PG,1 hr 32 min,"Adventure
    
        Animation
    
        Comedy
    
        Drama
    
        Family
    
        Fantasy
    
        Music
    
        Musical"
Suspect Zero,"$8,725,813 ","$2,690,262 ","$11,416,075 ",Paramount Pictures,"$3,446,375 ","$27,000,000 ",27-Aug-04,R,1 hr 39 min,"Crime
    
        Horror
    
        Mystery
    
        Thriller"
13 Going on 30,"$57,231,747 ","$39,223,950 ","$96,455,697 ",Revolution Studios,"$21,054,283 ","$37,000,000 ",23-Apr-04,PG-13,1 hr 38 min,"Comedy
    
        Fantasy
    
        Romance"
The Hitchhiker's Guide to the Galaxy,"$51,085,416 ","$53,393,000 ","$104,478,416 ",Walt Disney Studios Motion Pictures,"$21,103,203 ","$50,000,000 ",29-Apr-05,PG,1 hr 49 min,"Adventure
    
        Comedy
    
        Sci-Fi"
Serving Sara,"$16,930,185 ","$3,215,965 ","$20,146,150 ",Paramount Pictures,"$5,758,236 ","$29,000,000 ",23-Aug-02,PG-13,1 hr 42 min,"Comedy
    
        Romance"
Star Wars: Episode III - Revenge of the Sith,"$380,270,577 ","$488,081,953 ","$868,352,530 ",Twentieth Century Fox,"$108,435,841 ","$113,000,000 ",19-May-05,PG-13,2 hr 20 min,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi"
The Dark Knight,"$533,345,358 ","$469,700,000 ","$1,003,045,358 ",Warner Bros.,"$158,411,483 ","$185,000,000 ",18-Jul-08,PG-13,2 hr 32 min,"Action
    
        Crime
    
        Drama
    
        Thriller"
The Adventures of Pluto Nash,"$4,420,080 ","$2,683,893 ","$7,103,973 ",Warner Bros.,"$2,182,900 ","$100,000,000 ",16-Aug-02,PG-13,1 hr 35 min,"Action
    
        Comedy
    
        Sci-Fi"
Igby Goes Down,"$4,777,465 ","$2,141,733 ","$6,919,198 ",Metro-Goldwyn-Mayer (MGM),"$306,705 ","$9,000,000 ",13-Sep-02,R,1 hr 38 min,"Comedy
    
        Drama"
Italian for Beginners,"$4,544,753 ","$11,804,815 ","$16,349,568 ",Miramax,"$66,047 ","$1,000,000 ",18-Jan-02,R,1 hr 52 min,"Comedy
    
        Drama
    
        Romance"
Formula 51,"$5,204,007 ","$7,677,598 ","$12,881,605 ",Screen Gems,"$2,817,719 ","$27,000,000 ",18-Oct-02,R,1 hr 33 min,"Action
    
        Comedy
    
        Crime
    
        Thriller"
Slackers,"$5,285,941 ","$1,127,974 ","$6,413,915 ",Sony Pictures Entertainment (SPE),"$2,785,283 ","$14,000,000 ",1-Feb-02,R,1 hr 26 min,"Comedy
    
        Romance"
Impostor,"$6,285,176 ","$1,860,373 ","$8,145,549 ",Miramax,"$3,022,523 ","$30,000,000 ",4-Jan-02,PG-13,1 hr 35 min,"Drama
    
        Mystery
    
        Sci-Fi
    
        Thriller"
The Rules of Attraction,"$6,532,619 ","$5,286,625 ","$11,819,244 ",Lionsgate,"$2,532,410 ","$4,000,000 ",11-Oct-02,R,1 hr 50 min,"Comedy
    
        Drama
    
        Romance"
Moonlight Mile,"$6,835,856 ","$3,175,194 ","$10,011,050 ",Walt Disney Studios Motion Pictures,"$329,771 ","$21,000,000 ",27-Sep-02,PG-13,1 hr 57 min,"Drama
    
        Romance"
Trapped,"$7,073,251 ","$6,341,165 ","$13,414,416 ",Sony Pictures Entertainment (SPE),"$3,210,765 ","$30,000,000 ",20-Sep-02,R,1 hr 46 min,"Action
    
        Crime
    
        Drama
    
        Thriller"
Big Trouble,"$7,267,307 ","$1,226,583 ","$8,493,890 ",Walt Disney Studios Motion Pictures,"$3,545,204 ","$40,000,000 ",5-Apr-02,PG-13,1 hr 25 min,"Comedy
    
        Crime
    
        Thriller"
Kissing Jessica Stein,"$7,025,722 ","$2,987,702 ","$10,013,424 ",Fox Searchlight Pictures,"$346,999 ","$1,000,000 ",13-Mar-02,R,1 hr 37 min,"Comedy
    
        Drama
    
        Romance"
Death to Smoochy,"$8,364,691 ","$18,247 ","$8,382,938 ",Warner Bros.,"$4,266,463 ","$50,000,000 ",29-Mar-02,R,1 hr 49 min,"Comedy
    
        Crime
    
        Drama
    
        Thriller"
Not Another Teen Movie,"$38,252,284 ","$28,216,048 ","$66,468,332 ",Sony Pictures Entertainment (SPE),"$12,615,116 ","$15,000,000 ",14-Dec-01,R,1 hr 29 min,Comedy
The Shipping News,"$11,434,216 ","$13,256,225 ","$24,690,441 ",Miramax,"$1,205,174 ","$38,000,000 ",25-Dec-01,R,1 hr 51 min,Drama
Joe Somebody,"$22,771,646 ","$1,745,126 ","$24,516,772 ",Twentieth Century Fox,"$3,553,725 ","$38,000,000 ",21-Dec-01,PG,1 hr 38 min,"Comedy
    
        Drama"
Behind Enemy Lines,"$58,856,790 ","$32,896,412 ","$91,753,202 ",Twentieth Century Fox,"$18,736,133 ","$40,000,000 ",30-Nov-01,PG-13,1 hr 46 min,"Action
    
        Drama
    
        Thriller
    
        War"
Sorority Boys,"$10,200,032 ","$2,317,456 ","$12,517,488 ",Walt Disney Studios Motion Pictures,"$4,127,903 ","$12,000,000 ",22-Mar-02,R,1 hr 33 min,Comedy
Star Wars: Episode II - Attack of the Clones,"$8,485,488 ",,"$8,485,488 ",Twentieth Century Fox,"$1,435,259 ","$115,000,000 ",1-Nov-02,PG,2 hr 22 min,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi"
Abandon,"$10,727,683 ","$1,574,536 ","$12,302,219 ",Paramount Pictures,"$5,064,077 ","$25,000,000 ",18-Oct-02,PG-13,1 hr 39 min,"Drama
    
        Mystery
    
        Romance
    
        Thriller"
The Majestic,"$27,807,266 ","$9,510,292 ","$37,317,558 ",Warner Bros.,"$4,904,339 ","$72,000,000 ",21-Dec-01,PG,2 hr 32 min,"Drama
    
        Romance"
Brotherhood of the Wolf,"$11,260,096 ","$59,492,808 ","$70,752,904 ",Universal Pictures,"$475,181 ","$29,000,000 ",11-Jan-02,R,2 hr 22 min,"Action
    
        Adventure
    
        Drama
    
        Horror
    
        Thriller"
The Powerpuff Girls Movie,"$11,412,414 ","$5,014,057 ","$16,426,471 ",Warner Bros.,"$3,583,114 ","$11,000,000 ",3-Jul-02,PG,1 hr 13 min,"Action
    
        Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Sci-Fi"
They,"$12,840,842 ","$3,605,429 ","$16,446,271 ",Dimension Films,"$5,144,090 ","$17,000,000 ",27-Nov-02,PG-13,1 hr 29 min,"Horror
    
        Mystery
    
        Thriller"
Far from Heaven,"$15,901,849 ","$13,126,065 ","$29,027,914 ",Focus Features,"$211,279 ","$13,500,000 ",8-Nov-02,PG-13,1 hr 47 min,"Drama
    
        Romance"
Undisputed,"$12,764,657 ","$2,181,493 ","$14,946,150 ",Miramax,"$4,548,750 ","$20,000,000 ",23-Aug-02,R,1 hr 36 min,"Action
    
        Crime
    
        Drama
    
        Sport"
Frailty,"$13,110,448 ","$4,312,582 ","$17,423,030 ",Lionsgate,"$4,208,655 ","$11,000,000 ",12-Apr-02,R,1 hr 40 min,"Crime
    
        Drama
    
        Thriller"
Jason X,"$13,121,555 ","$3,830,243 ","$16,951,798 ",New Line Cinema,"$6,649,006 ","$11,000,000 ",26-Apr-02,R,1 hr 32 min,"Action
    
        Horror
    
        Sci-Fi
    
        Thriller"
How High,"$31,178,740 ","$105,000 ","$31,283,740 ",Universal Pictures,"$7,102,260 ","$20,000,000 ",21-Dec-01,R,1 hr 33 min,"Comedy
    
        Fantasy"
Feardotcom,"$13,258,249 ","$5,643,766 ","$18,902,015 ",Warner Bros.,"$5,710,128 ","$40,000,000 ",30-Aug-02,R,1 hr 41 min,"Crime
    
        Horror
    
        Thriller"
Hey Arnold! The Movie,"$13,728,902 ","$1,520,406 ","$15,249,308 ",Paramount Pictures,"$5,706,332 ","$3,000,000 ",28-Jun-02,PG,1 hr 16 min,"Adventure
    
        Animation
    
        Comedy
    
        Family"
The Emperor's Club,"$14,118,751 ","$2,199,698 ","$16,318,449 ",Universal Pictures,"$3,846,780 ","$12,500,000 ",22-Nov-02,PG-13,1 hr 49 min,Drama
Ballistic: Ecks vs. Sever,"$14,307,963 ","$5,616,070 ","$19,924,033 ",Warner Bros.,"$7,010,474 ","$70,000,000 ",20-Sep-02,R,1 hr 31 min,"Action
    
        Crime
    
        Mystery
    
        Sci-Fi
    
        Thriller"
Life or Something Like It,"$14,448,589 ","$2,424,082 ","$16,872,671 ",Twentieth Century Fox,"$6,219,234 ","$40,000,000 ",26-Apr-02,PG-13,1 hr 43 min,"Comedy
    
        Romance"
The Next Best Thing,"$14,990,582 ","$9,372,190 ","$24,362,772 ",Paramount Pictures,"$5,870,387 ","$25,000,000 ",3-Mar-00,PG-13,1 hr 48 min,"Comedy
    
        Drama
    
        Romance"
Solaris,"$14,973,382 ","$15,029,376 ","$30,002,758 ",Twentieth Century Fox,"$6,752,722 ","$47,000,000 ",27-Nov-02,PG-13,1 hr 39 min,"Drama
    
        Mystery
    
        Romance
    
        Sci-Fi"
Empire,"$17,600,423 ","$990,849 ","$18,591,272 ",Universal Pictures,"$6,281,415 ","$4,000,000 ",6-Dec-02,R,1 hr 30 min,"Crime
    
        Drama
    
        Thriller"
Kung Pow: Enter the Fist,"$16,037,962 ","$956,663 ","$16,994,625 ",Twentieth Century Fox,"$7,017,474 ","$10,000,000 ",25-Jan-02,PG-13,1 hr 21 min,"Action
    
        Comedy"
White Oleander,"$16,357,770 ","$5,314,514 ","$21,672,284 ",Warner Bros.,"$5,607,480 ","$16,000,000 ",11-Oct-02,PG-13,1 hr 49 min,Drama
Bowling for Columbine,"$21,576,018 ","$36,432,405 ","$58,008,423 ",United Artists,"$209,148 ","$4,000,000 ",11-Oct-02,R,2 hr,"Crime
    
        Documentary
    
        Drama"
Amélie,"$33,225,499 ","$140,696,455 ","$173,921,954 ",Miramax,"$136,470 ","$10,000,000 ",2-Nov-01,R,2 hr 2 min,"Comedy
    
        Romance"
Eight Legged Freaks,"$17,322,606 ","$28,544,727 ","$45,867,333 ",Warner Bros.,"$6,485,458 ","$30,000,000 ",17-Jul-02,PG-13,1 hr 39 min,"Action
    
        Adventure
    
        Comedy
    
        Horror
    
        Sci-Fi
    
        Thriller"
Rollerball,"$18,990,798 ","$6,861,966 ","$25,852,764 ",Metro-Goldwyn-Mayer (MGM),"$9,013,548 ","$70,000,000 ",8-Feb-02,PG-13,1 hr 38 min,"Action
    
        Sci-Fi
    
        Sport"
The Four Feathers,"$18,306,166 ","$11,576,479 ","$29,882,645 ",Paramount Pictures,"$6,857,879 ","$35,000,000 ",20-Sep-02,PG-13,2 hr 12 min,"Action
    
        Adventure
    
        Drama
    
        Romance
    
        War"
"Monsters, Inc.","$255,873,250 ","$272,900,000 ","$528,773,250 ",Walt Disney Studios Motion Pictures,"$62,577,067 ","$115,000,000 ",2-Nov-01,G,1 hr 32 min,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy"
Super Troopers,"$18,492,362 ","$4,689,861 ","$23,182,223 ",Fox Searchlight Pictures,"$6,203,906 ","$3,000,000 ",15-Feb-02,R,1 hr 40 min,"Comedy
    
        Crime
    
        Mystery"
Hart's War,"$19,077,641 ","$13,209,403 ","$32,287,044 ",Metro-Goldwyn-Mayer (MGM),"$7,771,753 ","$70,000,000 ",15-Feb-02,R,2 hr 5 min,"Drama
    
        War"
Martin Lawrence Live: Runteldat,"$19,184,820 ",,"$19,184,820 ",Paramount Pictures,"$7,374,049 ","$3,000,000 ",2-Aug-02,R,1 hr 53 min,"Comedy
    
        Documentary"
Van Wilder,"$21,305,259 ","$16,970,224 ","$38,275,483 ",Artisan Entertainment,"$7,302,913 ","$5,000,000 ",5-Apr-02,R,1 hr 32 min,"Comedy
    
        Romance"
Ali,"$58,203,105 ","$29,510,720 ","$87,713,825 ",Sony Pictures Entertainment (SPE),"$14,710,892 ","$107,000,000 ",25-Dec-01,R,2 hr 37 min,"Biography
    
        Drama
    
        Sport"
City by the Sea,"$22,449,000 ","$6,965,087 ","$29,414,087 ",Warner Bros.,"$8,935,426 ","$40,000,000 ",6-Sep-02,R,1 hr 48 min,"Crime
    
        Drama
    
        Mystery
    
        Thriller"
The Wild Thornberrys,"$40,108,697 ","$20,586,040 ","$60,694,737 ",Paramount Pictures,"$6,013,847 ","$25,000,000 ",20-Dec-02,PG,1 hr 25 min,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy"
The Sweetest Thing,"$24,718,164 ","$43,978,606 ","$68,696,770 ",Sony Pictures Entertainment (SPE),"$9,430,667 ","$43,000,000 ",12-Apr-02,R,1 hr 24 min,"Comedy
    
        Romance"
The Transporter,"$25,296,447 ","$18,632,485 ","$43,928,932 ",Twentieth Century Fox,"$9,107,816 ","$21,000,000 ",11-Oct-02,PG-13,1 hr 32 min,"Action
    
        Crime
    
        Thriller"
The Crocodile Hunter: Collision Course,"$28,442,574 ","$4,639,974 ","$33,082,548 ",Metro-Goldwyn-Mayer (MGM),"$9,537,123 ","$12,000,000 ",12-Jul-02,PG,1 hr 30 min,"Action
    
        Adventure
    
        Comedy
    
        Family"
All About the Benjamins,"$25,916,319 ","$390,214 ","$26,306,533 ",New Line Cinema,"$10,007,291 ","$15,000,000 ",8-Mar-02,R,1 hr 35 min,"Action
    
        Comedy
    
        Crime
    
        Thriller"
Blood Work,"$26,235,081 ","$5,559,637 ","$31,794,718 ",Warner Bros.,"$7,312,413 ","$50,000,000 ",9-Aug-02,R,1 hr 50 min,"Action
    
        Crime
    
        Drama
    
        Mystery
    
        Thriller"
Swimfan,"$28,564,995 ","$5,846,245 ","$34,411,240 ",Twentieth Century Fox,"$11,326,601 ","$10,000,000 ",6-Sep-02,PG-13,1 hr 25 min,"Drama
    
        Thriller"
Brown Sugar,"$27,363,891 ","$952,560 ","$28,316,451 ",Fox Searchlight Pictures,"$10,738,882 ","$8,000,000 ",11-Oct-02,PG-13,1 hr 49 min,"Comedy
    
        Drama
    
        Music
    
        Romance"
Analyze That,"$32,130,627 ","$22,872,508 ","$55,003,135 ",Warner Bros.,"$11,034,422 ","$60,000,000 ",6-Dec-02,R,1 hr 36 min,"Comedy
    
        Crime"
Harry Potter and the Sorcerer's Stone,"$317,575,550 ","$657,179,821 ","$974,755,371 ",Warner Bros.,"$90,294,621 ","$125,000,000 ",16-Nov-01,PG,2 hr 32 min,"Adventure
    
        Family
    
        Fantasy"
Ghost Ship,"$30,113,491 ","$38,236,393 ","$68,349,884 ",Warner Bros.,"$11,503,423 ","$20,000,000 ",25-Oct-02,R,1 hr 31 min,Horror
The New Guy,"$29,760,152 ","$1,407,236 ","$31,167,388 ",Revolution Studios,"$9,007,833 ","$13,000,000 ",10-May-02,PG-13,1 hr 28 min,Comedy
Bad Company,"$30,160,161 ","$35,817,134 ","$65,977,295 ",Walt Disney Studios Motion Pictures,"$11,007,367 ","$70,000,000 ",7-Jun-02,PG-13,1 hr 56 min,"Action
    
        Comedy
    
        Thriller"
Dragonfly,"$30,323,400 ","$22,000,000 ","$52,323,400 ",Universal Pictures,"$10,216,025 ","$60,000,000 ",22-Feb-02,PG-13,1 hr 44 min,"Drama
    
        Fantasy
    
        Mystery
    
        Romance
    
        Thriller"
Halloween: Resurrection,"$30,354,442 ","$7,310,413 ","$37,664,855 ",Dimension Films,"$12,292,121 ","$13,000,000 ",12-Jul-02,R,1 hr 34 min,"Horror
    
        Thriller"
Queen of the Damned,"$30,336,800 ","$15,142,310 ","$45,479,110 ",Warner Bros.,"$14,757,535 ","$35,000,000 ",22-Feb-02,R,1 hr 41 min,"Drama
    
        Fantasy
    
        Horror"
The Banger Sisters,"$30,307,416 ","$7,760,937 ","$38,068,353 ",Fox Searchlight Pictures,"$10,037,846 ","$10,000,000 ",20-Sep-02,R,1 hr 38 min,"Comedy
    
        Drama"
Vanilla Sky,"$100,618,344 ","$102,769,997 ","$203,388,341 ",Paramount Pictures,"$25,015,518 ","$68,000,000 ",14-Dec-01,R,2 hr 16 min,"Fantasy
    
        Mystery
    
        Romance
    
        Sci-Fi
    
        Thriller"
Murder by Numbers,"$31,945,749 ","$24,768,398 ","$56,714,147 ",Warner Bros.,"$9,307,394 ","$50,000,000 ",19-Apr-02,R,1 hr 55 min,"Crime
    
        Mystery
    
        Thriller"
I Spy,"$33,561,137 ","$17,825,340 ","$51,386,477 ",Sony Pictures Entertainment (SPE),"$12,752,803 ","$70,000,000 ",1-Nov-02,PG-13,1 hr 37 min,"Action
    
        Adventure
    
        Comedy
    
        Thriller"
Treasure Planet,"$38,176,783 ","$71,401,332 ","$109,578,115 ",Walt Disney Studios Motion Pictures,"$12,083,248 ","$140,000,000 ",27-Nov-02,PG,1 hr 35 min,"Adventure
    
        Animation
    
        Family
    
        Fantasy
    
        Sci-Fi"
Gangs of New York,"$77,812,000 ","$115,960,504 ","$193,772,504 ",Miramax,"$9,100,000 ","$100,000,000 ",20-Dec-02,R,2 hr 47 min,"Crime
    
        Drama"
E.T. the Extra-Terrestrial,"$35,306,015 ","$33,871,736 ","$69,177,751 ",Universal Pictures,"$14,223,110 ","$10,500,000 ",22-Mar-02,PG,1 hr 55 min,"Adventure
    
        Family
    
        Sci-Fi"
Star Trek: Nemesis,"$43,254,409 ","$24,082,061 ","$67,336,470 ",Paramount Pictures,"$18,513,305 ","$60,000,000 ",13-Dec-02,PG-13,1 hr 56 min,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller"
Clockstoppers,"$36,989,956 ","$1,803,327 ","$38,793,283 ",Paramount Pictures,"$10,108,333 ","$26,000,000 ",29-Mar-02,PG,1 hr 34 min,"Action
    
        Adventure
    
        Comedy
    
        Sci-Fi
    
        Thriller"
K-19: The Widowmaker,"$35,168,966 ","$30,547,160 ","$65,716,126 ",Paramount Pictures,"$12,778,459 ","$100,000,000 ",19-Jul-02,PG-13,2 hr 18 min,"Drama
    
        History
    
        Thriller
    
        War"
The Mothman Prophecies,"$35,746,370 ","$19,411,169 ","$55,157,539 ",Screen Gems,"$11,208,851 ","$32,000,000 ",25-Jan-02,PG-13,1 hr 59 min,"Drama
    
        Horror
    
        Mystery
    
        Thriller"
Crossroads,"$37,191,304 ","$23,949,726 ","$61,141,030 ",Paramount Pictures,"$14,527,187 ","$12,000,000 ",15-Feb-02,PG-13,1 hr 33 min,"Comedy
    
        Drama
    
        Romance"
Showtime,"$38,082,712 ","$39,659,020 ","$77,741,732 ",Warner Bros.,"$15,011,430 ","$85,000,000 ",15-Mar-02,PG-13,1 hr 35 min,"Action
    
        Comedy
    
        Crime"
Enough,"$40,007,742 ","$11,798,442 ","$51,806,184 ",Sony Pictures Entertainment (SPE),"$14,009,653 ","$38,000,000 ",24-May-02,PG-13,1 hr 55 min,"Crime
    
        Drama
    
        Thriller"
